sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",small/medium,childrens,4.43,55.58,110,14.72
Random House LLC,big five,childrens,4.43,53.06,103,10.39
"Amazon Digital Services,  Inc.",indie,non_fiction,3.95,76.32,120,4.75
"Amazon Digital Services,  Inc.",indie,fiction,4.5,119.71,183,7.81
"Amazon Digital Services,  Inc.",indie,non_fiction,4.34,65.61,62,7.94
Macmillan,big five,non_fiction,4.63,82.1,98,10.86
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.73,84.55,173,10.96
"Amazon Digital Services,  Inc.",small/medium,childrens,4.59,91.07,74,9.97
"Amazon Digital Services,  Inc.",single author,fiction,4.85,130,158,5.67
HarperCollins Publishers,big five,childrens,3.06,47.54,95,11.7
"Amazon Digital Services,  Inc.",small/medium,fiction,4.18,105.17,155,6.91
"Amazon Digital Services,  Inc.",single author,fiction,4.26,171.08,201,6.66
"Amazon Digital Services,  Inc.",small/medium,childrens,4.07,15.770000000000001,72,10.46
"Amazon Digital Services,  Inc.",indie,non_fiction,3.39,63.81999999999999,125,6.3
HarperCollins Publishers,big five,fiction,4.36,55.97,176,8.66
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.87,75.71,105,9.15
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.55,82.4,106,8.9
"Amazon Digital Services,  Inc.",small/medium,childrens,3.98,105.63,120,10.88
Penguin Group (USA) LLC,big five,non_fiction,4.4,63.95,116,7.86
Simon and Schuster Digital Sales Inc,big five,fiction,4.66,66.23,171,11.1
HarperCollins Publishers,big five,fiction,4.3,71.14,193,8.19
Macmillan,big five,childrens,4.64,54.51,72,7.38
"Amazon Digital Services,  Inc.",single author,fiction,3.93,134.45,173,7.73
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.54,119.55,118,8.15
"Amazon Digital Services,  Inc.",indie,childrens,4.12,44.77,90,11.31
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.61,47.71,148,9.24
Simon and Schuster Digital Sales Inc,big five,childrens,3.98,47.11,133,11.1
"Amazon Digital Services,  Inc.",indie,fiction,4.87,106.92,177,4.79
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.34,119.32,144,5.76
"Amazon Digital Services,  Inc.",indie,childrens,4.64,63.50999999999999,125,10.93
"Amazon Digital Services,  Inc.",indie,fiction,4.43,115.89,189,6.69
"Amazon Digital Services,  Inc.",indie,childrens,3.6,56.95,84,7.4
"Amazon Digital Services,  Inc.",single author,non_fiction,4.53,110.85,152,8.02
"Amazon Digital Services,  Inc.",small/medium,childrens,4.75,60.86,93,13.21
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.92,70.86,132,8.69
"Amazon Digital Services,  Inc.",indie,non_fiction,4.29,37.96,77,12.29
"Amazon Digital Services,  Inc.",single author,fiction,4.5,114.74,175,4.03
Random House LLC,big five,fiction,4.9,134.24,162,10.13
"Amazon Digital Services,  Inc.",indie,childrens,4.64,32.58,96,12.38
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,145.16,197,9.68
"Amazon Digital Services,  Inc.",small/medium,childrens,3.46,31.82,124,8.59
"Amazon Digital Services,  Inc.",small/medium,childrens,4.53,59.04,108,8.67
"Amazon Digital Services,  Inc.",small/medium,childrens,4.26,28.83,66,13.5
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.33,63.78999999999999,124,11.02
"Amazon Digital Services,  Inc.",single author,fiction,4.5,21.32,173,10.19
"Amazon Digital Services,  Inc.",indie,fiction,4.41,107.96,158,5.93
"Amazon Digital Services,  Inc.",indie,fiction,3.9,82.44,163,8.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.16,95.35,111,9.48
"Amazon Digital Services,  Inc.",single author,fiction,4.79,92.67,179,7.12
Penguin Group (USA) LLC,big five,fiction,4.53,137.42,174,7.5
"Amazon Digital Services,  Inc.",small/medium,fiction,4.75,77.43,182,5.76
Macmillan,big five,childrens,4.44,50.38,62,7.94
HarperCollins Publishers,big five,fiction,4.49,105.34,167,9
"Amazon Digital Services,  Inc.",single author,non_fiction,2.8,84.94,135,8.47
"Amazon Digital Services,  Inc.",indie,non_fiction,4.61,57.19,108,10.59
Macmillan,big five,non_fiction,3.61,65.49,117,8.4
"Amazon Digital Services,  Inc.",small/medium,fiction,4.75,114.15,154,11.26
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,69.97,102,14.4
HarperCollins Publishers,big five,non_fiction,4.98,29.51,134,9.25
Random House LLC,big five,fiction,3,144.43,203,9.7
DC Comics,small/medium,non_fiction,4.22,74.22,138,6.5
HarperCollins Publishers,big five,childrens,4.14,56.07,89,12.04
"Amazon Digital Services,  Inc.",small/medium,childrens,4.13,57.69,85,10.52
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,64.91,148,10.98
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3,114.99,143,3.87
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.8,61.63,58,4.61
"Amazon Digital Services,  Inc.",small/medium,fiction,3.81,121.67,181,9.79
"Amazon Digital Services,  Inc.",single author,non_fiction,3.98,68.91,138,5.4
"Amazon Digital Services,  Inc.",indie,non_fiction,4.83,92.41,152,11.21
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.1,57.14,106,9.38
"Amazon Digital Services,  Inc.",indie,non_fiction,4.11,59.25,133,8.31
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.26,72.29,135,10.18
Hachette Book Group,big five,fiction,4.19,81.91,191,11.1
HarperCollins Publishers,big five,non_fiction,3.9,83.47,130,6.19
"Amazon Digital Services,  Inc.",indie,fiction,4.41,125.75,186,8.6
"Amazon Digital Services,  Inc.",indie,fiction,4.45,50.58,188,8.29
"Amazon Digital Services,  Inc.",indie,fiction,4.98,132.29,160,8.52
"Amazon Digital Services,  Inc.",small/medium,childrens,4.41,71.06,109,9.44
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.53,66.39,152,9.33
Macmillan,big five,non_fiction,3.98,98.73,129,8.37
"Amazon Digital Services,  Inc.",indie,fiction,4.41,104.53,176,7.52
"Amazon Digital Services,  Inc.",indie,fiction,4.5,87.21,209,8.8
"Amazon Digital Services,  Inc.",single author,childrens,4.12,41.58,87,10.55
"Amazon Digital Services,  Inc.",indie,childrens,4.28,60.05,85,6.07
HarperCollins Publishers,big five,fiction,4.13,100.97,165,11.83
HarperCollins Publishers,big five,fiction,3.33,100.81,152,7.71
Penguin Group (USA) LLC,big five,childrens,3.93,56.79,121,9.27
Penguin Group (USA) LLC,big five,non_fiction,4.36,70.53,119,12.49
"Amazon Digital Services,  Inc.",small/medium,fiction,4.42,84.84,209,10.32
Penguin Group (USA) LLC,big five,fiction,4.12,82.48,178,7.79
Hachette Book Group,big five,childrens,4.48,20.29,104,10.08
"Amazon Digital Services,  Inc.",single author,childrens,4.61,55.18,100,8.19
Simon and Schuster Digital Sales Inc,big five,childrens,4.57,70.82,140,11.11
"Amazon Digital Services,  Inc.",single author,fiction,4.4,62.52,130,9
"Amazon Digital Services,  Inc.",indie,childrens,3.97,81.36,96,8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.66,67.64,133,7.41
"Amazon Digital Services,  Inc.",single author,fiction,4.75,87.06,158,7.56
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,81.99,148,9.4
"Amazon Digital Services,  Inc.",indie,non_fiction,3.6,50.05,98,3.95
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.75,75.48,123,5.79
"Amazon Digital Services,  Inc.",indie,non_fiction,4.33,83.04,172,8.41
"Amazon Digital Services,  Inc.",indie,childrens,4.19,37.14,49,13.44
"Amazon Digital Services,  Inc.",small/medium,childrens,4.42,42.75,116,11.7
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,116.84,209,4.56
"Amazon Digital Services,  Inc.",indie,fiction,4.64,143.37,182,8.18
"Amazon Digital Services,  Inc.",small/medium,childrens,4.38,60.97,112,10.7
"Amazon Digital Services,  Inc.",indie,childrens,3.37,51.95,126,13.37
HarperCollins Publishers,big five,childrens,4.12,29.6,92,11.39
"Amazon Digital Services,  Inc.",single author,non_fiction,4.52,107.25,147,7.14
HarperCollins Christian Publishing,big five,fiction,3.8,85.6,149,9.32
"Amazon Digital Services,  Inc.",small/medium,childrens,4.74,83,108,7.12
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,5.63,87,7.32
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.76,58.76,157,8.99
"Amazon Digital Services,  Inc.",indie,fiction,4.49,66.55,151,8.83
Random House LLC,big five,fiction,4.12,117.77,151,8.83
"Amazon Digital Services,  Inc.",indie,childrens,4.34,80.65,121,7.38
"Amazon Digital Services,  Inc.",indie,fiction,3.11,39.58,169,8.5
"Amazon Digital Services,  Inc.",single author,non_fiction,3.4,60.37,121,12
"Amazon Digital Services,  Inc.",single author,childrens,3.34,52.73,46,9.1
"Amazon Digital Services,  Inc.",single author,childrens,4.17,67.19,120,6.56
Hachette Book Group,big five,fiction,3.77,113.64,178,5.79
"Amazon Digital Services,  Inc.",indie,non_fiction,4.8,75.4,109,9.66
"Amazon Digital Services,  Inc.",single author,non_fiction,4.56,53.88,94,8.48
"Amazon Digital Services,  Inc.",single author,fiction,4.14,82.35,138,4.69
"Amazon Digital Services,  Inc.",indie,fiction,4.55,49.31,136,6.93
"Amazon Digital Services,  Inc.",single author,childrens,4.55,35.54,86,12.05
Random House LLC,big five,fiction,4.31,75.95,174,7.21
Random House LLC,big five,fiction,4.76,133.81,169,5.56
"Amazon Digital Services,  Inc.",single author,fiction,4.61,99.62,163,6.54
HarperCollins Publishers,big five,fiction,4.16,90.71,140,5.46
"Amazon Digital Services,  Inc.",indie,non_fiction,4.94,96.83,158,7.44
Penguin Group (USA) LLC,big five,non_fiction,4.98,65.69,82,4.29
"Amazon Digital Services,  Inc.",indie,childrens,4.55,70.88,110,9.84
"Amazon Digital Services,  Inc.",indie,fiction,4.33,100.47,177,10.24
HarperCollins Publishers,big five,non_fiction,3,121.64,132,8.36
"Amazon Digital Services,  Inc.",indie,fiction,3.5,109.74,155,6.7
"Amazon Digital Services,  Inc.",single author,fiction,3.91,180.61,190,10.29
"Amazon Digital Services,  Inc.",single author,childrens,4.77,54.29,75,5.07
"Amazon Digital Services,  Inc.",small/medium,childrens,4.71,51.96,114,11.01
"Amazon Digital Services,  Inc.",small/medium,childrens,4.83,63.78,110,4.79
"Amazon Digital Services,  Inc.",indie,fiction,4.48,114.31,161,9.75
"Amazon Digital Services,  Inc.",indie,fiction,4.52,86.69,174,7.6
"Amazon Digital Services,  Inc.",small/medium,childrens,2,41.21,88,8.24
"Amazon Digital Services,  Inc.",indie,non_fiction,4.55,17.82,90,10.25
HarperCollins Publishers,big five,fiction,3.25,128.92,178,7.24
"Amazon Digital Services,  Inc.",small/medium,fiction,4.57,97.96,191,7.92
"Amazon Digital Services,  Inc.",small/medium,fiction,4.1,126.73,158,7.9
Random House LLC,big five,fiction,4.51,94.18,178,8.03
Random House LLC,big five,childrens,4.88,54.31,91,6.78
"Amazon Digital Services,  Inc.",small/medium,fiction,4.61,133.43,175,5.93
"Amazon Digital Services,  Inc.",indie,childrens,4.72,74.64,62,11.34
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,58.02,87,5.28
Penguin Group (USA) LLC,big five,childrens,3.33,67.3,94,9.51
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.29,63.53999999999999,89,5.55
"Amazon Digital Services,  Inc.",small/medium,fiction,4.7,129,173,9.07
"Amazon Digital Services,  Inc.",small/medium,childrens,3.85,68.85,119,5.33
Penguin Group (USA) LLC,big five,childrens,3.64,64.82,105,8.72
"Amazon Digital Services,  Inc.",single author,fiction,4.79,103.45,189,7.68
"Amazon Digital Services,  Inc.",indie,fiction,4.36,110.5,170,6.39
Penguin Group (USA) LLC,big five,non_fiction,4.27,101.83,159,7.74
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.37,97.54,122,9.11
Macmillan,big five,fiction,4.52,103.23,176,8.76
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2.5,113.79,97,6.36
"Amazon Digital Services,  Inc.",indie,non_fiction,4.17,89.44,98,8.77
Hachette Book Group,big five,non_fiction,4.43,78.95,116,2.64
"Amazon Digital Services,  Inc.",small/medium,fiction,3.75,85.52,156,9.41
"Amazon Digital Services,  Inc.",single author,childrens,4.31,51.82,95,8.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.42,90.73,128,7.97
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2,53.57,128,8.38
"Amazon Digital Services,  Inc.",small/medium,fiction,4.35,111.76,150,8.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.9,83.78,116,9.7
"Amazon Digital Services,  Inc.",single author,childrens,4.4,70.93,87,9.13
"Amazon Digital Services,  Inc.",small/medium,fiction,4.02,142.04,173,5.77
"Amazon Digital Services,  Inc.",small/medium,fiction,4.83,97.02,178,7.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,70.48,139,6.87
Macmillan,big five,childrens,3.42,76.14,129,7.23
"Amazon Digital Services,  Inc.",small/medium,fiction,4.45,133.55,171,4.24
HarperCollins Publishers,big five,fiction,4.24,114.07,208,8.72
Penguin Group (USA) LLC,big five,non_fiction,4.88,61.34,150,7.19
"Amazon Digital Services,  Inc.",indie,non_fiction,4.46,98.87,144,9.36
"Amazon Digital Services,  Inc.",small/medium,fiction,4.47,138.93,172,10.4
"Amazon Digital Services,  Inc.",indie,fiction,4.23,64.33,179,9.25
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.42,113.5,164,5.37
HarperCollins Publishers,big five,non_fiction,4.47,71.02,129,7.46
HarperCollins Christian Publishing,big five,fiction,4.5,120.36,138,4.82
"Amazon Digital Services,  Inc.",single author,fiction,4.59,158.19,188,9.87
"Amazon Digital Services,  Inc.",small/medium,childrens,4.65,77.49,57,9.61
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.98,86.32,128,5.2
"Amazon Digital Services,  Inc.",indie,childrens,3.98,66.49,124,7.74
"Amazon Digital Services,  Inc.",small/medium,fiction,3.84,134.97,149,10.99
Hachette Book Group,big five,fiction,4.44,140.63,214,6.38
"Amazon Digital Services,  Inc.",indie,fiction,4.53,89.82,202,5.26
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.25,69.55,136,7.23
"Amazon Digital Services,  Inc.",small/medium,fiction,4.79,105.46,153,7.53
Macmillan,big five,non_fiction,4.07,82.72,127,11.31
Macmillan,big five,non_fiction,4.17,49.5,125,9.01
"Amazon Digital Services,  Inc.",small/medium,fiction,4.27,95.83,187,5.72
Random House LLC,big five,non_fiction,4.38,78.12,90,6.83
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,37.26,98,11.25
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.83,87.79,140,7.27
"Amazon Digital Services,  Inc.",single author,non_fiction,4.4,103.7,128,9.13
"Amazon Digital Services,  Inc.",small/medium,fiction,3.5,114.49,152,8.51
Simon and Schuster Digital Sales Inc,big five,fiction,3.94,143.47,184,6.51
Penguin Group (USA) LLC,big five,non_fiction,4.66,57.45,124,10.33
"Amazon Digital Services,  Inc.",indie,fiction,2.48,104.13,195,8.55
"Amazon Digital Services,  Inc.",small/medium,childrens,4.54,59.79,123,11.87
"Amazon Digital Services,  Inc.",indie,childrens,3.5,50.46,111,8.98
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,65.38,114,8.92
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.09,80.11,159,7.83
"Amazon Digital Services,  Inc.",indie,fiction,4.3,3.49,184,8.07
HarperCollins Publishers,big five,childrens,4.5,65.69,144,11.36
"Amazon Digital Services,  Inc.",small/medium,childrens,4.83,57.55,97,8.73
Penguin Group (USA) LLC,big five,fiction,4.53,176.33,200,8.89
"Amazon Digital Services,  Inc.",indie,fiction,4.21,113.05,148,10.96
"Amazon Digital Services,  Inc.",small/medium,fiction,4.18,96.6,218,6.33
"Amazon Digital Services,  Inc.",single author,childrens,4.34,44.72,106,12.3
"Amazon Digital Services,  Inc.",indie,fiction,3.66,148.97,164,12.24
Random House LLC,big five,childrens,4.59,29.89,118,9.74
"Amazon Digital Services,  Inc.",indie,non_fiction,4.25,63.91,142,6.31
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.67,125.89,157,6.19
Penguin Group (USA) LLC,big five,fiction,4.33,147.6,197,10.7
"Amazon Digital Services,  Inc.",single author,non_fiction,4.9,110.16,131,6.27
"Amazon Digital Services,  Inc.",single author,non_fiction,4.38,72.5,87,5.04
"Amazon Digital Services,  Inc.",single author,fiction,4.87,131.03,188,7.6
Simon and Schuster Digital Sales Inc,big five,childrens,3.81,36.2,98,7.21
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.1,59.35,146,7.34
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,55.55,104,8.97
Macmillan,big five,childrens,4.21,49.44,102,9.47
"Amazon Digital Services,  Inc.",single author,fiction,4.5,108.24,181,9.25
Hachette Book Group,big five,non_fiction,4.04,99.62,110,7.3
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.71,36.32,104,6.92
"Amazon Digital Services,  Inc.",small/medium,fiction,3.98,134.72,155,8.51
Penguin Group (USA) LLC,big five,fiction,4.43,107.03,161,10.88
"Amazon Digital Services,  Inc.",small/medium,fiction,4.65,97.56,192,8.66
"Amazon Digital Services,  Inc.",small/medium,fiction,4.18,60.07,193,7.47
"Amazon Digital Services,  Inc.",indie,non_fiction,4.26,93.39,142,12.76
"Amazon Digital Services,  Inc.",single author,childrens,3.55,39.33,124,10.18
"Amazon Digital Services,  Inc.",small/medium,fiction,4.66,117.7,167,9.56
"Amazon Digital Services,  Inc.",indie,fiction,4.29,60.07,191,9.01
"Amazon Digital Services,  Inc.",small/medium,childrens,4.98,65.02,85,10.04
"Amazon Digital Services,  Inc.",indie,non_fiction,4.84,51.66,105,7.11
"Amazon Digital Services,  Inc.",indie,non_fiction,3.83,101.66,115,8.02
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.16,72.36,104,10.82
"Amazon Digital Services,  Inc.",indie,fiction,1.75,159.99,168,7.66
"Amazon Digital Services,  Inc.",small/medium,childrens,4.29,48.25,90,8.68
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,56.07,106,13.29
"Amazon Digital Services,  Inc.",indie,fiction,4.56,84.76,164,9.09
"Amazon Digital Services,  Inc.",indie,childrens,3.95,47.52,124,11.15
Random House LLC,big five,fiction,4.5,92,189,10.39
"Amazon Digital Services,  Inc.",indie,childrens,4.14,55.74,73,8.52
Random House LLC,big five,fiction,3.96,114.21,136,5.26
"Amazon Digital Services,  Inc.",indie,non_fiction,3.4,90.77,117,7.29
"Amazon Digital Services,  Inc.",indie,non_fiction,4.24,54.33,133,9.2
"Amazon Digital Services,  Inc.",indie,fiction,4.29,126.22,212,9.37
"Amazon Digital Services,  Inc.",single author,fiction,4.76,99.46,192,8.98
"Amazon Digital Services,  Inc.",single author,non_fiction,4.47,63.739999999999995,127,7.21
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.72,88.21,136,8.41
"Amazon Digital Services,  Inc.",indie,childrens,4.27,46.34,66,9.18
"Amazon Digital Services,  Inc.",indie,childrens,4.39,83.07,102,9.32
HarperCollins Publishers,big five,childrens,3.58,40.26,112,10.35
Simon and Schuster Digital Sales Inc,big five,childrens,4.25,60.4,91,8.95
Macmillan,big five,non_fiction,3.5,94.42,120,8.69
"Amazon Digital Services,  Inc.",indie,non_fiction,3.5,93.6,117,8.7
"Amazon Digital Services,  Inc.",small/medium,fiction,3.98,114.78,183,9.09
Random House LLC,big five,fiction,4.84,89.61,165,8.12
"Amazon Digital Services,  Inc.",single author,fiction,3.89,112.83,159,7.17
"Amazon Digital Services,  Inc.",indie,childrens,4.75,70.23,107,8.21
Hachette Book Group,big five,childrens,4.21,52.14,102,8.14
"Amazon Digital Services,  Inc.",indie,non_fiction,3.19,66.18,126,13.08
